Destination,District,Timespan,Review
Bambarakiri ella,Matale,5 years ago,This is another beautiful water fall located in the Matale area on the way to Riverston which is a popular tourist destination. Getting to the water fall is pretty easy. It's located about 250m away from the main road which requires one to …
Bambarakiri ella,Matale,4 years ago,Nice place to visit hanging bridge in on there can walk on to the other side from that
Bambarakiri ella,Matale,5 years ago,"Nice waterfall very close to main road. There is a hanging bridge you need to pass to see the waterfall nicely.
A true hidden beauty that many are missing on the way to reverston."
Bambarakiri ella,Matale,5 years ago,"The best place to have a bath while touring to Reverston, Matale."
Bambarakiri ella,Matale,4 years ago,"Nice place.
We don't need to walk more distance, very short distance to walk from road
Good place to visit in mathalai …"
Bambarakiri ella,Matale,4 years ago,This is situated on the way to Riverston. You just need to walk about 200m to reach there. It's a nice waterfall. At the bottom there is a resavour with clear water. People take baths here. I am not sure how safe this place is for this. …
Bambarakiri ella,Matale,2 years ago,I think they're building a dam below the main waterfall ruining the beauty as usual. The hanging bridge also is slowly but surely deteriorating. So take care and mind your step.
Bambarakiri ella,Matale,5 years ago,"If you're a fan of cold.. Freezing cold water, this is certainly the place for yall, to my surprise this place was quite clean rather than the other water falls I've being to, the view it has to offer is splendid. For all the tourists and the locals who haven't visited to this falls, make it here, you won't regret it. Cheers!"
Bambarakiri ella,Matale,4 years ago,"Nice waterfall and good photogenic place and there is brige to go to the other side you can see the waterfall clearly from the bridge ,good place for swimmers and jumpers who want to jump from the above,but i see lot of youngsters ruin the place from drinking here and behave badly"
Bambarakiri ella,Matale,2 years ago,"Bambarakiri Ella Falls

Bambarakiri Ella is located beside the Matale – Illukkumbura-Pallegama Road. …"
Bambarakiri ella,Matale,10 months ago,Superb bathing place. Car parking is available very close with a nice tea/roti shop.
Bambarakiri ella,Matale,4 years ago,"On your way to Riverston, this nice waterfall can be reached.
It has a suspension wooden bridge.
Be careful as frequent accidents are reported.
best visit is on your way back ."
Bambarakiri ella,Matale,5 years ago,Keep the place clean & protect the naturel beautify
Bambarakiri ella,Matale,4 years ago,Nice waterfall and surrounding..
Bambarakiri ella,Matale,4 years ago,Must see waterfall on the way to Riverton.There are safe places to swim. Over crowd on Sundays and Poya days. Weekdays are the best days if you want to avoid crowd. Water level is low in the dry season.
Bambarakiri ella,Matale,5 years ago,Locted in the way to Riverstone Valley; a breathtaking waterfall to see. A must visit location.
Bambarakiri ella,Matale,4 years ago,Superb place for photo shooting & good place for bathing safely
Bambarakiri ella,Matale,4 years ago,"It's a stunning place but ruined by people specially locals. No food arround here, you can basically buy rotti but it's expensive for nothing so better to bring food from somewhere else. Toilets are dirty but you gonna have to pay for it. …"
Bambarakiri ella,Matale,4 years ago,Such a nice place to visit and take photos to your gallery. But make sure don't dive because it might be dangerous. Also don't put any polythene or garbage over there. Because it is a nice place. If you are going to swim there be careful …
Bambarakiri ella,Matale,4 years ago,"Beautiful and clean place , places protect our environment and Protect your heritage."
Bambarakiri ella,Matale,5 years ago,"Nice place to visite, can have a good experience ."
Bambarakiri ella,Matale,6 years ago,"Best place in sri lanka to enjoy
Please protect these natural habitat for future"
Bambarakiri ella,Matale,8 months ago,Nice place to feel nature. Be careful when crossing over the hanging bridge
Bambarakiri ella,Matale,2 months ago,Good place to have a bath
Bambarakiri ella,Matale,4 months ago,Small waterfall with picturesque view
Bambarakiri ella,Matale,a year ago,"This is a fantastic destination for photographers.
Dangerous bridge platforms be safe .
Do not swim . …"
Bambarakiri ella,Matale,3 years ago,"A nice waterfall on the way to Riverston . It is easy to reach to reach, great for taking photos with the hanging bridge. But be safe if you are going to get in the water."
Bambarakiri ella,Matale,3 years ago,Babara kiri ella is a hidden beauty situated near Matale area. This fall is set among the enchanting evergreen forest of the Knuckles mountain range. There is a pound form under the waterfall. There is a suspension bridge spanning the falls adds the finishing touch to an already beautiful scene.
Bambarakiri ella,Matale,3 years ago,"Bambarakiri Ella waterfall is situated in the Knuckles mountain range, close to Rattota town in Matale District. Bambarakiri Ella is a fall of 10m and located only 50m walking from the main road. The fall can be viewed in three parts. …"
Bambarakiri ella,Matale,5 years ago,Small waterfall along the road to Riverstone and Laggala. To reach the waterfall you need to get across a small suspension bridge. Minors should be accompanied and guided  by an adult while crossing the bridge and at the waterfall. You may …
Bambarakiri ella,Matale,3 years ago,A beautiful waterfall. But water level is very low during the summer. Weekends are crowded by local people so better to go on weekdays.better to Take a bath when returning from riverston
Bambarakiri ella,Matale,4 years ago,"Wow its amazing ,wonderful..creation has been done by mather nature..go and visit"
Bambarakiri ella,Matale,a year ago,"You can reach the fall by passing 4.5Km  from Rattota Town - (small town in Matale district)
Beautiful tourist destination when visiting Riverston.. Knuckles range"
Bambarakiri ella,Matale,4 years ago,"Gd place, clean and very pretty nature, gd to swimming"
Bambarakiri ella,Matale,5 years ago,"Wonderful place to have a safe bath with family....
Better to visit on weekdays. …"
Bambarakiri ella,Matale,4 years ago,Great place. Beautiful waterfalls
Bambarakiri ella,Matale,4 years ago,Very nice and calm place there are many ponds  in the waterfall . And also if you climb the rock you can find good places for bath.
Bambarakiri ella,Matale,5 years ago,Very picturesque place. Shouldn't miss.
Bambarakiri ella,Matale,2 years ago,"the hanging bridge is a scary experience, I thought the beauty of the water fall has been destroyed by many pipes laid to collect water and the ongoing project. I would skip going to this place if I have a choice."
Bambarakiri ella,Matale,4 years ago,Visit in alone and enjoy the nature
Bambarakiri ella,Matale,3 years ago,"Such a beautiful scenic waterfall..
It's so clean around and very safe too..
Ideal place to have a dip and feel so fresh.."
Bambarakiri ella,Matale,4 years ago,Best natural pool with wonderful scenery.
Bambarakiri ella,Matale,a year ago,"Nice place to entertain the scenic beauty of nature...
* You will find delicious Kithul jaggery there for very cheap price..."
Bambarakiri ella,Matale,10 months ago,A very beautiful place. A beautiful view that can be seen from a hanging bridge
Bambarakiri ella,Matale,4 years ago,"This 3m fall is set among the enchanting evergreen forest of the Knuckles mountain range, the latter of which is said to resemble the fingers of a clenched fist. A suspension bridge spanning the falls adds the finishing touch to an already …"
Bambarakiri ella,Matale,4 years ago,Good place to have a bath from natural water
Bambarakiri ella,Matale,5 years ago,Stunningly beautiful. Water is clear and cold. Wear good hiking shoes and keep to the treaded path. Away from the edges. Kids should be really careful. Be sure footed.
Bambarakiri ella,Matale,4 years ago,This review depends on my latest visit to this waterfall. Its so critical how our visitors dealing with nature around this area. This is an awesome waterfall which we can easily reach. But people who not caring about nature pulled this …
Bambarakiri ella,Matale,5 years ago,"Natural Waterfall. Most people used for photography such as a free shoot, etc.."
Bambarakiri ella,Matale,5 years ago,Babara kiri alla one of the best and the beautiful water fall you can see in srilanka. It is located in the road of raththota to Riverston. One of a nice road which is going through the Nuckles. I went there 4 days ago.. villagers said that …
Bambarakiri ella,Matale,4 years ago,"Bambarakiri Ella is a very popular waterfall visited by many tourists and holiday makers throughout the year. This waterfall is set among the enchanting evergreen forest of the Knuckles mountain range, the latter of which is said to …"
